"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","372119","Rebecca G. Bace and Marvin  Schaefer","","","","'TSUPDOOD?: Repackaged Problems for You and MMI","2--10","","9","commercial products, computer interconnection, computer security, computer takeover, computer usage, computer viruses, confidentiality compromises, data destruction, information security, inter-computer links, interconnected systems, interconnected workstations, internetworking, legacy systems, man-machine interfaces, mutual suspicion, network security, security breaches, security of data, security protection, separation kernel concept, service denial, software distribution, trapdoors, uncontrolled activity, user interfaces, user perception, willful promiscuity, worms","","","","","","","","1995","","Proceedings of the 1995 Workshop on New Security Paradigms","NSPW '95","","0-8186-7318-4","La Jolla, California, USA","IEEE Computer Society","Washington, DC, USA"
"article","1048018","Ben  Martin","","","","Filesystem Indexing with Libferris","7--","","","","","Linux J.","February 2005","2005","130","","February","2005","1075-3583","","","","","","Belltown Media","Houston, TX"
"article","996412","Tamara  Sumner and Mary  Marlino","","","","Demonstrating Education Impact: Challenges in the Years Ahead","258--258","","1","educational digital libraries, educational impact","10.1145/996350.996412","","","","","","","2004","","Proceedings of the 4th ACM/IEEE-CS Joint Conference on Digital Libraries","JCDL '04","","1-58113-832-6","Tuscon, AZ, USA","ACM","New York, NY, USA"
"article","2658985","Maarten  Bullynck and Edgar G. Daylight and Liesbeth  De Mol","","","","Why Did Computer Science Make a Hero out of Turing?","37--39","","3","","10.1145/2658985","Commun. ACM","March 2015","58","3","","February","2015","0001-0782","","","","","","ACM","New York, NY, USA"
"article","2542470","CharloGe  Cabanel","","","","Rebelote","72:1--72:1","72","1","","10.1145/2542398.2542470","","","","","","","2013","","SIGGRAPH Asia 2013 Computer Animation Festival","SA '13","","978-1-4503-2630-8","Hong Kong, Hong Kong","ACM","New York, NY, USA"
"article","1982249","Ricardo  P&#233;rez-Castillo and Ignacio Garc&#237;a-Rodriguez de Guzm&#225;n and Mario  Piattini and Barbara  Weber and &#193;ngeles S. Places","","","","An Empirical Comparison of Static and Dynamic Business Process Mining","272--279","","8","business process mining, case study, software modernization","10.1145/1982185.1982249","","","","","","","2011","","Proceedings of the 2011 ACM Symposium on Applied Computing","SAC '11","","978-1-4503-0113-8","TaiChung, Taiwan","ACM","New York, NY, USA"
"article","2489834","Francisco Javier Berm&#250;dez Ruiz and &#211;scar S&#225;nchez Ram&#243;n and Jes&#250;s Garc&#237;a Molina","","","","Definition of Processes for MDE-based Migrations","1:1--1:9","1","9","","10.1145/2489833.2489834","","","","","","","2013","","Proceedings of the Third Workshop on Process-Based Approaches for Model-Driven Engineering","PMDE '13","","978-1-4503-2047-4","Montpellier, France","ACM","New York, NY, USA"
"article","962116","Erich  Buss and John  Henshaw","","","","A Software Reverse Engineering Experience","55--73","","19","","","","","","","","","1991","","Proceedings of the 1991 Conference of the Centre for Advanced Studies on Collaborative Research","CASCON '91","","","Toronto, Ontario, Canada","IBM Press",""
"article","2619308","Pingping  Lin and Jun  Bi and Hongyu  Hu","","","","Internetworking with SDN Using Existing BGP","21:1--21:2","21","2","BGP, OpenFlow, software defined networking, transition","10.1145/2619287.2619308","","","","","","","2014","","Proceedings of The Ninth International Conference on Future Internet Technologies","CFI '14","","978-1-4503-2942-2","Tokyo, Japan","ACM","New York, NY, USA"
"article","1925808","Erich  Buss and John  Henshaw","","","","A Software Reverse Engineering Experience","42--60","","19","","10.1145/1925805.1925808","","","","","","","2010","","CASCON First Decade High Impact Papers","CASCON '10","","","Toronto, Ontario, Canada","IBM Corp.","Riverton, NJ, USA"
"article","1165766","John R. Mashey","","","","The Long Road to 64 Bits","10:24--10:35","10","12","","10.1145/1165754.1165766","Queue","October 2006","4","8","","October","2006","1542-7730","","","","","","ACM","New York, NY, USA"
"article","2742719","Thomas  Cerqueus and Eduardo Cunha de Almeida and Stefanie  Scherzinger","","","","ControVol: Let Yesterday's Data Catch Up with Today's Application Code","15--16","","2","NoSQL web development, software- and schema evolution","10.1145/2740908.2742719","","","","","","","2015","","Proceedings of the 24th International Conference on World Wide Web","WWW '15 Companion","","978-1-4503-3473-0","Florence, Italy","ACM","New York, NY, USA"
"article","2393224","G.  Harish and G. Punith Kumar and Anjan K. Koundinya and Y. V. Pramod and N. K. Srinath and G. E. Raghavendra Kumar and R.  Sandeep and Archit  Shukla and Madan  Acharya","","","","Parallelization of Pollard's Rho Integer Factorization Algorithm","43--46","","4","","10.1145/2393216.2393224","","","","","","","2012","","Proceedings of the Second International Conference on Computational Science, Engineering and Information Technology","CCSEIT '12","","978-1-4503-1310-0","Coimbatore UNK, India","ACM","New York, NY, USA"
"article","2088269","Eduardo Javier Huerta Yero and Fabiano de Oliveira Lucchese","","","","Practical Experiences on the Gridification of Financial Applications","39--46","","8","data parallel applications, financial applications, gridification","10.1145/2088256.2088269","","","","","","","2011","","Proceedings of the Fourth Workshop on High Performance Computational Finance","WHPCF '11","","978-1-4503-1108-3","Seattle, Washington, USA","ACM","New York, NY, USA"
"article","1218269","David W. Mutschler","","","","Enhancement of Memory Pools Toward a Multi-threaded Implementation of the Joint Integrated Mission Model (JIMM)","856--862","","7","","","","","","","","","2006","","Proceedings of the 38th Conference on Winter Simulation","WSC '06","","1-4244-0501-7","Monterey, California","Winter Simulation Conference",""
"article","2364431","Kentaro  Kumaki and Ryosuke  Tsuchiya and Hironori  Washizaki and Yoshiaki  Fukazawa","","","","Supporting Commonality and Variability Analysis of Requirements and Structural Models","115--118","","4","feature diagram, product line architecture, traceability","10.1145/2364412.2364431","","","","","","","2012","","Proceedings of the 16th International Software Product Line Conference - Volume 2","SPLC '12","","978-1-4503-1095-6","Salvador, Brazil","ACM","New York, NY, USA"
"article","2175015","Alfredo  Pironti and Jan  J&#252;rjens","","","","Formally-Based Black-box Monitoring of Security Protocols","79--95","","17","","10.1007/978-3-642-11747-3_7","","","","","","","2010","","Proceedings of the Second International Conference on Engineering Secure Software and Systems","ESSoS'10","","3-642-11746-5, 978-3-642-11746-6","Pisa, Italy","Springer-Verlag","Berlin, Heidelberg"
"article","1244282","Rosario  Giunta and Giuseppe  Pappalardo and Emiliano  Tramontana","","","","An Aspect-generated Approach for the Integration of Applications into Grid","1295--1296","","2","","10.1145/1244002.1244282","","","","","","","2007","","Proceedings of the 2007 ACM Symposium on Applied Computing","SAC '07","","1-59593-480-4","Seoul, Korea","ACM","New York, NY, USA"
"article","1723104","Denis  Avrilionis and Grady  Booch and Jean-Marie  Favre and Hausi  M&#252;ller","","","","Software Engineering 2.0 & Research 2.0","353--355","","3","","10.1145/1723028.1723104","","","","","","","2009","","Proceedings of the 2009 Conference of the Center for Advanced Studies on Collaborative Research","CASCON '09","","","Ontario, Canada","IBM Corp.","Riverton, NJ, USA"
"article","1943494","Heiko  Paulheim and Lars  Meyer","","","","Ontology-based Information Visualization in Integrated UIs","451--452","","2","UI integration, linked data, user experience, visualization","10.1145/1943403.1943494","","","","","","","2011","","Proceedings of the 16th International Conference on Intelligent User Interfaces","IUI '11","","978-1-4503-0419-1","Palo Alto, CA, USA","ACM","New York, NY, USA"
"article","1866384","Prithvi  Bisht and A. Prasad Sistla and V. N. Venkatakrishnan","","","","TAPS: Automatically Preparing Safe SQL Queries","645--647","","3","SQL injection, security by construction, static program transformation, symbolic evaluation","10.1145/1866307.1866384","","","","","","","2010","","Proceedings of the 17th ACM Conference on Computer and Communications Security","CCS '10","","978-1-4503-0245-6","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","506219","Edieal J. Pinker and Abraham  Seidmann and Reginald C. Foster","","","","Strategies for Transitioning 'Old Economy' Firms to e-Business","76--83","","8","","10.1145/506218.506219","Commun. ACM","May 2002","45","5","","May","2002","0001-0782","","","","","","ACM","New York, NY, USA"
"article","2600850","Evelyn  Tian","","","","Journey to Agility for a Large Scale Telecom System","191--192","","2","Agile, Large Scale, Method, Software Process, Telecom System","10.1145/2600821.2600850","","","","","","","2014","","Proceedings of the 2014 International Conference on Software and System Process","ICSSP 2014","","978-1-4503-2754-1","Nanjing, China","ACM","New York, NY, USA"
"article","2890959","David Ke Hong and Yadi  Ma and Sujata  Banerjee and Z. Morley Mao","","","","Incremental Deployment of SDN in Hybrid Enterprise and ISP Networks","1:1--1:7","1","7","Software-Defined Networks, incremental deployment","10.1145/2890955.2890959","","","","","","","2016","","Proceedings of the Symposium on SDN Research","SOSR '16","","978-1-4503-4211-7","Santa Clara, CA, USA","ACM","New York, NY, USA"
"article","2364445","Jabier  Martinez and Anil Kumar Thurimella","","","","Collaboration and Source Code Driven Bottom-up Product Line Engineering","196--200","","5","architecture reengineering, clone detection, knowledge management, rationale, software product line engineering, variability modeling","10.1145/2364412.2364445","","","","","","","2012","","Proceedings of the 16th International Software Product Line Conference - Volume 2","SPLC '12","","978-1-4503-1095-6","Salvador, Brazil","ACM","New York, NY, USA"
"article","2245392","Murad  Abusubaih and Mahmoud  Rajabi and Mahmood  Ajloni and Fadel  Shahin","","","","Performance of MIMO 802.11N in Heterogeneous Deployments","600--604","","5","802.11n, Delphi theory, WLANs, heterogeneous","10.1145/2245276.2245392","","","","","","","2012","","Proceedings of the 27th Annual ACM Symposium on Applied Computing","SAC '12","","978-1-4503-0857-1","Trento, Italy","ACM","New York, NY, USA"
"article","381499","Eric  Wohlstadter and Stoney  Jackson and Premkumar  Devanbu","","","","Generating Wrappers for Command Line Programs: The Cal-Aggie Wrap-O-Matic Project","243--252","","10","","","","","","","","","2001","","Proceedings of the 23rd International Conference on Software Engineering","ICSE '01","","0-7695-1050-7","Toronto, Ontario, Canada","IEEE Computer Society","Washington, DC, USA"
"article","2669532","Junghan  Kim and Inhyeok  Kim and Taehyoung  Kim and Young Ik  Eom","","","","NEMOSHELL Demo: Windowing System for Concurrent Applications on Multi-user Interactive Surfaces","451--454","","4","interactive surface, multi-user, user interface, windowing system","10.1145/2669485.2669532","","","","","","","2014","","Proceedings of the Ninth ACM International Conference on Interactive Tabletops and Surfaces","ITS '14","","978-1-4503-2587-5","Dresden, Germany","ACM","New York, NY, USA"
"article","2970049","Terhi  Nurmikko-Fuller and Alan  Dix and David M. Weigl and Kevin R. Page","","","","In Collaboration with In Concert: Reflecting a Digital Library As Linked Data for Performance Ephemera","17--24","","8","RDF, batch and live processing, concert ephemera, linked data, performance metadata, workflows","10.1145/2970044.2970049","","","","","","","2016","","Proceedings of the 3rd International Workshop on Digital Libraries for Musicology","DLfM 2016","","978-1-4503-4751-8","New York, USA","ACM","New York, NY, USA"
"article","1244320","Lei  Wu and Yi  Feng and Hua  Yan","","","","Software Reengineering with Architecture Decomposition","1489--1493","","5","architecture, dynamic analysis, software re-engineering","10.1145/1244002.1244320","","","","","","","2007","","Proceedings of the 2007 ACM Symposium on Applied Computing","SAC '07","","1-59593-480-4","Seoul, Korea","ACM","New York, NY, USA"
"article","2815078","Stefanie  Scherzinger and Uta  St&#246;rl and Meike  Klettke","","","","A Datalog-based Protocol for Lazy Data Migration in Agile NoSQL Application Development","41--44","","4","Datalog, NoSQL data stores, Schema evolution","10.1145/2815072.2815078","","","","","","","2015","","Proceedings of the 15th Symposium on Database Programming Languages","DBPL 2015","","978-1-4503-3902-5","Pittsburgh, PA, USA","ACM","New York, NY, USA"
