"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2994555","Antonio L. Maia Neto and Artur L. F. Souza and Italo  Cunha and Michele  Nogueira and Ivan Oliveira Nunes and Leonardo  Cotta and Nicolas  Gentille and Antonio A. F. Loureiro and Diego F. Aranha and Harsh Kupwade Patil and Leonardo B. Oliveira","","","","AoT: Authentication and Access Control for the Entire IoT Device Life-Cycle","1--15","","15","Access Control, Attribute-Based Cryptography, Authentication, Identity-Based Cryptography, Internet of Things, Security","10.1145/2994551.2994555","","","","","","","2016","","Proceedings of the 14th ACM Conference on Embedded Network Sensor Systems CD-ROM","SenSys '16","","978-1-4503-4263-6","Stanford, CA, USA","ACM","New York, NY, USA"
"article","1363781","Xuandong  Li and Xiaokang  Qiu and Linzhang  Wang and Bin  Lei and W. Eric Wong","","","","UML State Machine Diagram Driven Runtime Verification of Java Programs for Message Interaction Consistency","384--389","","6","UML state machine diagrams, java, runtime verification","10.1145/1363686.1363781","","","","","","","2008","","Proceedings of the 2008 ACM Symposium on Applied Computing","SAC '08","","978-1-59593-753-7","Fortaleza, Ceara, Brazil","ACM","New York, NY, USA"
"article","2980108","Gopi Krishna Tummala and Dong  Li and Prasun  Sinha","","","","RoadMap: Mapping Vehicles to IP Addresses Using Motion Signatures","30--37","","8","connected vehicles, design, experimentation, motion trajectories, vehicular localization","10.1145/2980100.2980108","","","","","","","2016","","Proceedings of the First ACM International Workshop on Smart, Autonomous, and Connected Vehicular Systems and Services","CarSys '16","","978-1-4503-4250-6","New York City, New York","ACM","New York, NY, USA"
"article","1122977","Rohit  Fernandes and Keshav  Pingali and Paul  Stodghill","","","","Mobile MPI Programs in Computational Grids","22--31","","10","MPI, application-level checkpointing, checkpoint/restart, grid computing, heterogeneity, over-decomposition, portable checkpointing","10.1145/1122971.1122977","","","","","","","2006","","Proceedings of the Eleventh ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming","PPoPP '06","","1-59593-189-9","New York, New York, USA","ACM","New York, NY, USA"
"article","2642672","Abderrahmane  BenMimoune and Fawaz Ali Khasawneh and Michel  Kadoch and Songlin  Sun and Bo  Rong","","","","Inter-cell Handoff Performance Improvement in LTE-a Multi-hop Relay Networks","9--13","","5","LTE-a network, handoff, multi-hop relay systems, relay selection.","10.1145/2642668.2642672","","","","","","","2014","","Proceedings of the 12th ACM International Symposium on Mobility Management and Wireless Access","MobiWac '14","","978-1-4503-3026-8","Montreal, QC, Canada","ACM","New York, NY, USA"
"article","1854321","Georgios  Tournavitis and Bj&#246;rn  Franke","","","","Semi-automatic Extraction and Exploitation of Hierarchical Pipeline Parallelism Using Profiling Information","377--388","","12","parallelization, pipeline parallelism, program dependence graph, streaming applications","10.1145/1854273.1854321","","","","","","","2010","","Proceedings of the 19th International Conference on Parallel Architectures and Compilation Techniques","PACT '10","","978-1-4503-0178-7","Vienna, Austria","ACM","New York, NY, USA"
"article","2787498","Yasir  Zaki and Thomas  P&#246;tsch and Jay  Chen and Lakshminarayanan  Subramanian and Carmelita  G&#246;rg","","","","Adaptive Congestion Control for Unpredictable Cellular Networks","509--522","","14","cellular network, congestion control, delay-based, transport protocol","10.1145/2785956.2787498","","","","","","","2015","","Proceedings of the 2015 ACM Conference on Special Interest Group on Data Communication","SIGCOMM '15","","978-1-4503-3542-3","London, United Kingdom","ACM","New York, NY, USA"
"article","2787498","Yasir  Zaki and Thomas  P&#246;tsch and Jay  Chen and Lakshminarayanan  Subramanian and Carmelita  G&#246;rg","","","","Adaptive Congestion Control for Unpredictable Cellular Networks","509--522","","14","cellular network, congestion control, delay-based, transport protocol","10.1145/2829988.2787498","SIGCOMM Comput. Commun. Rev.","October 2015","45","4","","August","2015","0146-4833","","","","","","ACM","New York, NY, USA"
"article","1646104","Matthias  Nicola and Tim  Kiefer","","","","Generating SQL/XML Query and Update Statements","1187--1196","","10","generation, mapping, sql, sql/xml, translation, xquery","10.1145/1645953.1646104","","","","","","","2009","","Proceedings of the 18th ACM Conference on Information and Knowledge Management","CIKM '09","","978-1-60558-512-3","Hong Kong, China","ACM","New York, NY, USA"
"article","2813612","Yan  Li and Yingjiu  Li and Qiang  Yan and Hancong  Kong and Robert H. Deng","","","","Seeing Your Face Is Not Enough: An Inertial Sensor-Based Liveness Detection for Face Authentication","1558--1569","","12","face authentication, liveness detection, media-based facial forgery","10.1145/2810103.2813612","","","","","","","2015","","Proceedings of the 22Nd ACM SIGSAC Conference on Computer and Communications Security","CCS '15","","978-1-4503-3832-5","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","2818742","Ramana  Reddy and Atish  Kathpal and Jayanta  Basak and Randy  Katz","","","","Data Layout for Power Efficient Archival Storage Systems","16--20","","5","","10.1145/2818613.2818742","","","","","","","2015","","Proceedings of the Workshop on Power-Aware Computing and Systems","HotPower '15","","978-1-4503-3946-9","Monterey, California","ACM","New York, NY, USA"
"article","2660338","Adam  Bates and Joe  Pletcher and Tyler  Nichols and Braden  Hollembaek and Dave  Tian and Kevin R.B. Butler and Abdulrahman  Alkhelaifi","","","","Securing SSL Certificate Verification Through Dynamic Linking","394--405","","12","https, public-key certificates, ssl, tls","10.1145/2660267.2660338","","","","","","","2014","","Proceedings of the 2014 ACM SIGSAC Conference on Computer and Communications Security","CCS '14","","978-1-4503-2957-6","Scottsdale, Arizona, USA","ACM","New York, NY, USA"
"article","1297064","Rok  Strni&#353;a and Peter  Sewell and Matthew  Parkinson","","","","The Java Module System: Core Design and Semantic Definition","499--514","","16","JAM, LJAM, java, module, superpackage","10.1145/1297105.1297064","SIGPLAN Not.","October 2007","42","10","","October","2007","0362-1340","","","","","","ACM","New York, NY, USA"
"article","1297064","Rok  Strni&#353;a and Peter  Sewell and Matthew  Parkinson","","","","The Java Module System: Core Design and Semantic Definition","499--514","","16","JAM, LJAM, java, module, superpackage","10.1145/1297027.1297064","","","","","","","2007","","Proceedings of the 22Nd Annual ACM SIGPLAN Conference on Object-oriented Programming Systems and Applications","OOPSLA '07","","978-1-59593-786-5","Montreal, Quebec, Canada","ACM","New York, NY, USA"
"article","952755","Yasushi  Shinjo and Toshiyuki  Kubo and Calton  Pu","","","","Efficient Mediators Through Dynamic Code Generation: A Method and an Experiment","1147--1154","","8","GINA, closures, code generation, intermediators, mediators, run-time specialization, tempo, user authentication","10.1145/952532.952755","","","","","","","2003","","Proceedings of the 2003 ACM Symposium on Applied Computing","SAC '03","","1-58113-624-2","Melbourne, Florida","ACM","New York, NY, USA"
"article","1509267","Darren  Galpin and Cormac  Driver and Siobh&#225;n  Clarke","","","","Modelling Hardware Verification Concerns Specified in the e Language: An Experience Report","207--212","","6","aspect-oriented modelling, e, hardware verification, theme/uml","10.1145/1509239.1509267","","","","","","","2009","","Proceedings of the 8th ACM International Conference on Aspect-oriented Software Development","AOSD '09","","978-1-60558-442-3","Charlottesville, Virginia, USA","ACM","New York, NY, USA"
"article","1658967","Marios  Iliofotou and Michalis  Faloutsos and Michael  Mitzenmacher","","","","Exploiting Dynamicity in Graph-based Traffic Analysis: Techniques and Applications","241--252","","12","behavioral approach, dynamic graphs, network monitoring, network-wide interactions","10.1145/1658939.1658967","","","","","","","2009","","Proceedings of the 5th International Conference on Emerging Networking Experiments and Technologies","CoNEXT '09","","978-1-60558-636-6","Rome, Italy","ACM","New York, NY, USA"
"article","2751248","Tobias  Grosser and J.  Ramanujam and Louis-Noel  Pouchet and P.  Sadayappan and Sebastian  Pop","","","","Optimistic Delinearization of Parametrically Sized Arrays","351--360","","10","linear memory layout, multi-dimensional arrays, polyhedral analysis","10.1145/2751205.2751248","","","","","","","2015","","Proceedings of the 29th ACM on International Conference on Supercomputing","ICS '15","","978-1-4503-3559-1","Newport Beach, California, USA","ACM","New York, NY, USA"
"article","1582384","W.  Panichpattanakul and B.  Paillassa and B.  Escrig and D.  Roviras","","","","A Proxy Cooperative Diversity Method Based on IEEE 802.11 Standards","17--21","","5","IEEE 802.11, cooperative communications, proxy diversity","10.1145/1582379.1582384","","","","","","","2009","","Proceedings of the 2009 International Conference on Wireless Communications and Mobile Computing: Connecting the World Wirelessly","IWCMC '09","","978-1-60558-569-7","Leipzig, Germany","ACM","New York, NY, USA"
"article","1643884","Nicolas  Figay and Parisa  Ghodous","","","","Innovative Interoperability Framework for Enterprise Applications Within Virtual Enterprises","49:325--49:331","49","7","extended hypermodel, interoperability framework","10.1145/1643823.1643884","","","","","","","2009","","Proceedings of the International Conference on Management of Emergent Digital EcoSystems","MEDES '09","","978-1-60558-829-2","France","ACM","New York, NY, USA"
"article","2790105","Theodore  Stoner and Xuetao  Wei and Joseph  Knight and Lei  Guo","","","","Experience: Rethinking RRC State Machine Optimization in Light of Recent Advancements","477--485","","9","RRC state machine, UMTS, radio resource optimization","10.1145/2789168.2790105","","","","","","","2015","","Proceedings of the 21st Annual International Conference on Mobile Computing and Networking","MobiCom '15","","978-1-4503-3619-2","Paris, France","ACM","New York, NY, USA"
"article","2039382","Stavros  Tripakis and Hugo  Andrade and Arkadeb  Ghosal and Rhishikesh  Limaye and Kaushik  Ravindran and Guoqiang  Wang and Guang  Yang and Jacob  Kormerup and Ian  Wong","","","","Correct and Non-defensive Glue Design Using Abstract Models","59--68","","10","abstraction, data flow, glue design, non-defensiveness","10.1145/2039370.2039382","","","","","","","2011","","Proceedings of the Seventh IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis","CODES+ISSS '11","","978-1-4503-0715-4","Taipei, Taiwan","ACM","New York, NY, USA"
"article","2507948","Ming  Li and Andrey  Lukyanenko and Sasu  Tarkoma and Antti  Yl&#228;-J&#228;&#228;ski","","","","Efficient New Delayed ACK for TCP: Old Problem, New Insight","355--364","","10","delayed ack, minimum rto, ns-3, spurious rto, tcp","10.1145/2507924.2507948","","","","","","","2013","","Proceedings of the 16th ACM International Conference on Modeling, Analysis &#38; Simulation of Wireless and Mobile Systems","MSWiM '13","","978-1-4503-2353-6","Barcelona, Spain","ACM","New York, NY, USA"
"article","2185295","Ramiro  S&#225;mano-Robles and Atilio  Gameiro","","","","Design of a Low Cost RFID Platform with Added Value Sensing Capabilities for Humanitarian Relief Applications","291--297","","7","ASPIRE, RFID low cost reader platforms, added value sensing, open source middleware","10.1145/2185216.2185295","","","","","","","2011","","Proceedings of the 1st International Conference on Wireless Technologies for Humanitarian Relief","ACWR '11","","978-1-4503-1011-6","Amritapuri, Kollam, Kerala, India","ACM","New York, NY, USA"
"article","1353524","Yannis  Smaragdakis and Anthony  Kay and Reimer  Behrends and Michal  Young","","","","General and Efficient Locking Without Blocking","1--5","","5","adaptive locks, hybrid locks, nested transactions, transactional memory","10.1145/1353522.1353524","","","","","","","2008","","Proceedings of the 2008 ACM SIGPLAN Workshop on Memory Systems Performance and Correctness: Held in Conjunction with the Thirteenth International Conference on Architectural Support for Programming Languages and Operating Systems (ASPLOS '08)","MSPC '08","","978-1-60558-049-4","Seattle, Washington","ACM","New York, NY, USA"
"article","2567835","Don  Norman","","","","Reflections on Design","1053--1054","","2","","10.1145/2559206.2567835","","","","","","","2014","","CHI '14 Extended Abstracts on Human Factors in Computing Systems","CHI EA '14","","978-1-4503-2474-8","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","2536722","Eric  Bouillet and Bei  Chen and Chris  Cooper and Dominik  Dahlem and Olivier  Verscheure","","","","Fusing Traffic Sensor Data for Real-time Road Conditions","8:1--8:6","8","6","Transport, big data, data fusion, sensor","10.1145/2536714.2536722","","","","","","","2013","","Proceedings of First International Workshop on Sensing and Big Data Mining","SENSEMINE'13","","978-1-4503-2430-4","Roma, Italy","ACM","New York, NY, USA"
